Apps,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,PoM,Off,Based,Tck R,CA,Gls/xG,Dist/Mins,Value
13.0,88.84615384615384,177.0,70.0,29,6.94,1.0,0.21,0.0,1.05,0.16,0.0,0.94,0.94,0.46,0.31,155.7,0.81,1.0,19.0,2.96,63.0,0.0,5.0,France (Ligue 2),0.73,112,0.9523809523809524,0.1348051948051948,247500.0
42.0,89.97619047619048,185.0,77.0,28,7.08,4.0,0.14,1.0,0.87,0.0,0.1,0.12,0.84,0.0,0.12,179.2,0.77,7.0,27.0,0.91,141.0,2.0,0.0,Colombia (Categoría Primera A),0.92,121,4.597701149425287,0.0474199523683514,88000.0
14.0,83.57142857142857,183.0,76.0,30,6.86,0.0,0.0,0.0,0.9,0.46,0.08,0.62,0.92,0.33,0.08,161.0,0.82,0.0,14.0,1.15,32.0,0.0,0.0,France (Ligue 2),0.87,113,0.0,0.1376068376068376,220000.0
14.0,90.0,190.0,85.0,23,6.78,0.0,0.0,0.0,0.14,0.07,0.0,0.0,0.94,0.0,0.07,143.5,0.83,1.0,14.0,2.79,150.0,0.0,1.0,France (Ligue 1),0.93,124,0.0,0.1138888888888888,2975000.0
14.0,88.78571428571429,169.0,63.0,28,6.96,5.0,0.35,1.0,1.97,0.14,0.0,1.3,0.85,0.22,2.53,168.2,0.4,0.0,24.0,1.45,19.0,0.0,7.0,France (Ligue 1),0.67,115,2.538071065989848,0.1353177795655671,4950000.0
25.0,90.44,187.0,85.0,30,6.97,2.0,0.47,0.0,0.33,0.04,0.0,0.52,0.85,0.17,0.16,144.3,0.83,1.0,42.0,0.56,24.0,0.0,1.0,Norway (Eliteserien),0.91,124,6.0606060606060606,0.0638213180008845,1600000.0
13.0,90.0,186.0,80.0,28,7.08,2.0,0.5,0.0,0.61,0.08,0.0,1.23,0.88,0.14,0.23,158.6,0.7,0.0,24.0,1.15,19.0,0.0,2.0,Switzerland (Super League),0.6,115,3.278688524590164,0.1355555555555555,1320000.0
18.0,82.72222222222223,186.0,81.0,19,7.06,0.0,0.5,0.0,1.18,0.61,0.0,1.33,0.9,0.29,3.08,215.3,0.75,1.0,27.0,2.12,61.0,2.0,3.0,England (EFL Championship),0.87,139,0.0,0.1445936870382807,17750000.0
28.0,88.5,191.0,83.0,28,6.85,1.0,0.23,0.0,0.36,0.04,0.07,0.47,0.83,0.34,0.07,134.2,0.86,3.0,42.0,1.34,39.0,0.0,1.0,U.S.A. (MLS),0.95,119,2.7777777777777777,0.0541565778853914,1587500.0
16.0,90.0,185.0,78.0,29,7.22,1.0,0.08,0.0,0.62,0.2,0.12,0.12,0.92,0.5,0.0,131.7,0.76,1.0,10.0,2.12,123.0,0.0,0.0,Hungary (OTP Bank Liga),1.0,128,1.6129032258064515,0.0914583333333333,1100001.0
14.0,85.85714285714286,183.0,74.0,23,7.04,1.0,0.17,0.0,1.34,0.0,0.0,0.22,0.96,0.0,0.0,141.3,0.73,3.0,6.0,2.7,112.0,1.0,1.0,France (Ligue 1),0.88,131,0.7462686567164178,0.1175540765391015,5750000.0
12.0,90.0,188.0,85.0,28,6.87,1.0,0.44,0.0,2.08,0.25,0.0,1.33,0.92,0.27,0.08,146.7,0.54,0.0,14.0,1.08,23.0,1.0,4.0,France (Ligue 2),1.0,116,0.4807692307692307,0.1358333333333333,460000.0
11.0,90.0,189.0,77.0,23,6.73,0.0,0.0,0.0,0.19,0.0,0.0,0.09,0.92,0.0,0.09,113.4,0.81,0.0,9.0,2.64,109.0,0.0,1.0,Italy (Serie B),0.57,112,0.0,0.1145454545454545,715000.0
29.0,67.44827586206897,167.0,61.0,23,6.86,0.0,0.2,0.0,1.68,0.14,0.09,1.06,0.82,0.3,1.38,175.6,0.42,0.0,27.0,1.24,17.0,0.0,10.0,U.S.A. (MLS),0.75,127,0.0,0.0897750511247443,5400000.0
13.0,80.6923076923077,191.0,82.0,22,7.04,0.0,0.23,0.0,1.94,0.51,0.09,1.29,0.9,0.23,0.17,147.7,0.75,1.0,19.0,0.86,22.0,0.0,3.0,France (Ligue 1),0.57,121,0.0,0.1408007626310772,3750000.0
12.0,69.83333333333333,166.0,58.0,22,7.08,2.0,0.38,0.0,1.93,0.46,0.0,2.04,0.87,0.45,2.79,129.2,0.54,0.0,17.0,1.72,11.0,0.0,5.0,Holland (Eredivisie),0.54,128,1.0362694300518136,0.1541766109785202,12750000.0
11.0,85.0909090909091,171.0,70.0,30,7.2,0.0,0.15,0.0,0.94,0.0,0.29,0.87,0.88,0.45,0.19,128.4,0.75,0.0,15.0,0.96,17.0,0.0,2.0,Holland (Eredivisie),0.8,120,0.0,0.1371794871794872,3625000.0
11.0,90.0,184.0,76.0,30,7.02,0.0,0.25,0.0,0.47,0.09,0.09,0.18,0.94,0.0,0.0,115.2,0.79,0.0,11.0,2.18,98.0,0.0,3.0,Belgium (Pro League),0.8,116,0.0,0.1163636363636363,1600000.0
12.0,90.0,183.0,74.0,25,6.8,0.0,0.44,0.0,0.97,0.0,0.0,0.0,0.94,0.5,0.0,128.7,0.78,3.0,6.0,1.83,93.0,0.0,2.0,Holland (Eredivisie),0.87,128,0.0,0.1191666666666666,4500000.0
11.0,86.0909090909091,184.0,83.0,29,7.06,3.0,0.86,0.0,0.39,0.0,0.0,0.1,0.92,0.0,0.0,100.0,0.83,0.0,10.0,2.09,92.0,1.0,1.0,Italy (Serie B),1.0,113,7.692307692307692,0.1055966209081309,2637500.0
11.0,85.72727272727273,185.0,80.0,23,6.6,0.0,0.0,0.0,1.54,0.1,0.0,0.1,0.94,0.25,0.0,111.4,0.64,2.0,8.0,2.58,93.0,0.0,2.0,Switzerland (Super League),0.67,125,0.0,0.1181336161187699,7750000.0
35.0,91.48571428571428,185.0,71.0,24,7.25,1.0,0.08,0.0,0.67,0.03,0.06,0.11,0.89,0.0,0.17,215.3,0.77,2.0,42.0,1.24,170.0,0.0,0.0,Brazil (Brasileiro Série A),1.0,126,1.4925373134328357,0.0672392254840724,2362500.0
31.0,80.83870967741936,185.0,82.0,21,6.8,0.0,0.25,0.0,0.74,0.11,0.11,0.29,0.91,0.0,0.04,209.9,0.81,0.0,43.0,1.4,168.0,1.0,1.0,U.S.A. (MLS),0.86,116,0.0,0.0837589784517158,3075000.0
20.0,93.5,178.0,69.0,21,7.19,0.0,0.33,0.0,1.46,0.25,0.19,1.11,0.88,0.4,0.19,256.2,0.67,1.0,6.0,0.96,36.0,2.0,0.0,U.S.A. (MLS),0.74,125,0.0,0.1370053475935828,6600000.0
16.0,86.625,187.0,77.0,23,6.75,0.0,0.25,0.0,1.28,0.0,0.0,0.13,0.92,0.33,0.19,162.2,0.82,3.0,11.0,2.27,147.0,1.0,1.0,France (Ligue 2),0.89,120,0.0,0.117027417027417,1875000.0
29.0,90.0,181.0,91.0,30,6.64,2.0,0.16,0.0,1.96,0.07,0.0,0.07,0.91,0.68,0.31,259.4,0.74,1.0,41.0,2.1,239.0,0.0,3.0,U.S.A. (MLS),0.81,118,1.020408163265306,0.0993869731800766,37503.5
20.0,81.5,177.0,72.0,26,7.25,3.0,0.31,0.0,2.4,0.24,0.28,0.55,0.85,0.1,0.17,125.1,0.74,1.0,21.0,0.55,17.0,2.0,0.0,Uruguay (Campeonato Uruguayo),0.94,131,1.25,0.0767484662576687,1045000.0
16.0,91.875,192.0,91.0,29,7.25,2.0,0.53,0.0,0.81,0.11,0.06,0.18,0.91,0.0,0.18,146.0,0.84,2.0,22.0,2.94,175.0,2.0,2.0,Denmark (Superliga),0.82,132,2.469135802469136,0.0993197278911564,8100000.0
11.0,75.0909090909091,184.0,75.0,29,6.79,0.0,0.22,0.0,0.86,0.24,0.0,0.98,0.93,0.3,0.22,113.0,0.61,0.0,11.0,1.96,17.0,0.0,2.0,Italy (Serie B),0.75,115,0.0,0.1368038740920097,2150000.0
11.0,85.27272727272727,183.0,70.0,23,7.17,1.0,0.33,0.0,0.76,0.0,0.0,1.25,0.93,0.14,1.06,134.6,0.81,3.0,11.0,3.55,48.0,2.0,3.0,France (Ligue 2),0.94,115,1.3157894736842106,0.1434968017057569,1265000.0
33.0,90.48484848484848,186.0,89.0,26,6.99,3.0,0.26,0.0,0.3,0.35,0.24,0.15,0.77,1.0,0.0,66.3,0.8,0.0,39.0,0.21,6.0,0.0,0.0,Paraguay (Primera División),0.89,123,10.0,0.0222036168787675,1000000.0
12.0,92.91666666666669,180.0,67.0,25,7.18,1.0,0.17,0.0,1.18,0.17,0.08,0.65,0.9,0.3,2.18,127.1,0.78,0.0,21.0,3.07,58.0,0.0,2.0,Ukraine (Favbet Liha),0.87,128,0.8474576271186441,0.1139910313901345,10350000.0
14.0,89.14285714285714,186.0,76.0,23,6.93,1.0,0.3,0.0,2.23,0.0,0.0,1.15,0.89,0.09,0.07,167.6,0.64,0.0,18.0,0.79,25.0,0.0,2.0,Italy (Serie A),0.93,117,0.4484304932735426,0.1342948717948718,3600000.0
13.0,87.07692307692308,193.0,82.0,30,6.95,0.0,0.33,0.0,0.29,0.0,0.0,0.24,0.88,0.0,0.08,133.3,0.87,3.0,14.0,2.62,116.0,1.0,1.0,France (Ligue 1),0.92,124,0.0,0.117756183745583,6150000.0
12.0,90.0,185.0,80.0,26,7.24,1.0,0.33,0.0,0.55,0.0,0.17,0.92,0.92,0.0,0.08,149.8,0.86,0.0,21.0,0.83,41.0,0.0,0.0,Italy (Serie C/A),0.54,116,1.818181818181818,0.1387037037037037,990000.0
15.0,85.66666666666667,183.0,76.0,22,6.93,0.0,0.0,0.0,0.61,0.35,0.0,1.12,0.8,0.24,2.38,183.1,0.77,6.0,27.0,2.45,59.0,2.0,3.0,Holland (Eredivisie),0.73,132,0.0,0.1424902723735408,7900000.0
12.0,90.0,191.0,82.0,26,7.02,0.0,0.33,0.0,0.34,0.0,0.08,0.25,0.94,0.33,0.0,128.6,0.87,2.0,10.0,2.75,113.0,0.0,0.0,Belgium (Pro League),0.43,122,0.0,0.119074074074074,5750000.0
14.0,86.92857142857143,185.0,79.0,23,6.86,0.0,0.2,0.0,0.21,0.0,0.0,0.3,0.93,0.0,0.15,141.2,0.84,2.0,7.0,2.07,124.0,1.0,1.0,France (Ligue 1),1.0,113,0.0,0.1160230073952341,1700000.0
16.0,89.25,180.0,77.0,28,7.02,0.0,0.33,0.0,1.15,0.0,0.0,0.95,0.92,0.14,0.13,186.4,0.71,2.0,34.0,1.13,30.0,0.0,1.0,Denmark (Superliga),0.84,121,0.0,0.130532212885154,1700000.0
13.0,90.0,192.0,80.0,21,7.15,1.0,0.3,0.0,2.1,0.08,0.08,1.38,0.89,0.12,0.38,152.0,0.73,1.0,15.0,1.08,17.0,0.0,0.0,Switzerland (Super League),0.93,120,0.4761904761904761,0.1299145299145299,3525000.0
13.0,90.0,181.0,70.0,20,6.85,0.0,0.17,0.0,0.41,0.08,0.08,0.54,0.96,0.56,0.15,143.0,0.72,3.0,8.0,2.0,83.0,0.0,1.0,Spain (LaLiga),0.79,137,0.0,0.1222222222222222,14000000.0
12.0,88.75,190.0,78.0,26,7.03,0.0,0.5,0.0,0.61,0.34,0.0,1.1,0.89,0.27,0.25,144.0,0.84,0.0,14.0,1.1,19.0,0.0,0.0,Austria (Admiral Bundesliga),0.89,126,0.0,0.1352112676056338,5275000.0
11.0,78.72727272727273,184.0,77.0,32,6.98,0.0,0.0,0.0,0.53,0.23,0.21,1.04,0.94,0.11,0.21,111.0,0.71,2.0,23.0,3.22,55.0,0.0,2.0,Italy (Serie B),0.9,120,0.0,0.1281755196304849,935000.0
15.0,75.06666666666666,176.0,68.0,28,6.95,0.0,0.33,0.0,0.22,0.0,0.32,0.96,0.89,0.28,0.32,159.0,0.52,1.0,14.0,1.92,19.0,1.0,0.0,Italy (Serie A),0.89,126,0.0,0.1412078152753108,3850000.0
14.0,65.35714285714286,187.0,72.0,28,6.97,1.0,0.29,0.0,1.21,0.1,0.0,1.08,0.87,0.28,0.3,129.2,0.75,0.0,10.0,0.89,19.0,0.0,1.0,France (Ligue 2),0.74,116,0.8264462809917356,0.1412021857923497,880000.0
12.0,77.41666666666667,185.0,83.0,26,6.7,1.0,0.56,0.0,0.69,0.12,0.1,0.68,0.9,0.16,0.19,125.1,0.7,0.0,10.0,0.87,11.0,0.0,1.0,Italy (Serie B),0.75,107,1.4492753623188408,0.1346609257265877,1045000.0
12.0,90.0,184.0,66.0,30,6.7,0.0,0.5,0.0,0.07,0.0,0.0,0.17,0.94,0.0,0.08,127.1,0.83,0.0,12.0,2.33,94.0,0.0,1.0,France (Ligue 1),0.75,124,0.0,0.1176851851851851,1265000.0
22.0,88.95454545454545,173.0,67.0,24,7.13,3.0,0.63,0.0,1.51,0.72,0.14,1.33,0.89,0.33,0.18,273.5,0.63,0.0,26.0,1.01,35.0,0.0,4.0,Switzerland (Super League),0.72,124,1.9867549668874167,0.1397547266223812,5200000.0
12.0,70.83333333333333,176.0,68.0,26,6.9,1.0,0.22,0.0,2.16,0.42,0.0,2.01,0.9,0.16,0.21,119.7,0.61,1.0,9.0,0.74,20.0,0.0,1.0,Belgium (Pro League),0.89,128,0.4629629629629629,0.1408235294117647,6600000.0
12.0,90.0,190.0,81.0,24,6.89,0.0,0.18,0.0,0.85,0.0,0.0,0.08,0.93,0.0,0.17,122.9,0.86,3.0,16.0,2.08,103.0,0.0,0.0,France (Ligue 2),1.0,118,0.0,0.1137962962962963,1175000.0
14.0,86.21428571428571,193.0,82.0,26,7.39,4.0,0.42,0.0,1.78,1.77,0.3,1.19,0.88,0.75,0.15,152.9,0.85,0.0,26.0,0.97,20.0,3.0,2.0,Portugal (Primeira Liga),0.93,140,2.247191011235955,0.1266777133388566,20750000.0
16.0,85.625,190.0,82.0,29,6.72,0.0,0.17,0.0,0.89,0.0,0.0,0.2,0.95,0.0,0.13,151.1,0.76,2.0,19.0,2.96,128.0,1.0,0.0,Brazil (Brasileiro Série A),0.54,125,0.0,0.1102919708029197,5750000.0
12.0,85.91666666666667,175.0,72.0,29,6.73,0.0,0.0,0.0,0.23,0.17,0.09,0.87,0.9,0.3,0.52,136.4,0.76,5.0,17.0,2.27,42.0,0.0,1.0,Belgium (Pro League),0.89,113,0.0,0.1322987390882638,1487500.0
12.0,83.66666666666667,186.0,80.0,28,7.02,1.0,0.13,0.0,0.4,0.0,0.0,0.0,0.91,0.0,0.0,118.5,0.8,1.0,15.0,2.24,101.0,0.0,1.0,Belgium (Pro League),1.0,115,2.5,0.1180278884462151,990000.0
11.0,88.0909090909091,197.0,96.0,25,7.15,0.0,0.0,0.0,0.31,0.0,0.0,0.19,0.96,0.2,0.0,115.3,0.9,5.0,4.0,1.95,84.0,0.0,0.0,Austria (Admiral Bundesliga),0.61,116,0.0,0.1189886480908152,2700000.0
11.0,88.0909090909091,177.0,68.0,26,7.25,2.0,0.26,0.0,2.68,0.51,0.19,1.76,0.86,0.35,2.32,143.7,0.54,0.0,20.0,1.39,16.0,1.0,6.0,Italy (Serie B),0.7,116,0.7462686567164178,0.148297213622291,2900000.0
13.0,80.3076923076923,191.0,76.0,26,6.85,1.0,0.5,0.0,0.26,0.43,0.09,0.86,0.92,0.14,0.09,141.6,0.75,0.0,23.0,1.64,28.0,1.0,3.0,Holland (Eredivisie),0.8,123,3.846153846153846,0.1356321839080459,5050000.0
11.0,83.36363636363636,191.0,82.0,24,6.81,0.0,0.0,0.0,0.62,0.33,0.0,0.0,0.95,0.0,0.1,112.7,0.81,4.0,8.0,2.36,105.0,0.0,2.0,Italy (Serie B),0.88,116,0.0,0.1229007633587786,2900000.0
12.0,84.83333333333333,183.0,78.0,31,6.95,0.0,0.13,0.0,0.97,0.0,0.09,0.53,0.92,0.2,0.88,130.5,0.76,0.0,30.0,2.39,65.0,0.0,2.0,Italy (Serie C/A),0.88,107,0.0,0.1281925343811394,770000.0
32.0,89.0625,183.0,77.0,30,6.73,1.0,0.14,0.0,1.43,0.1,0.0,0.28,0.89,0.5,0.06,278.2,0.78,0.0,41.0,0.54,54.0,0.0,3.0,U.S.A. (MLS),0.72,121,0.6993006993006994,0.0976140350877192,2850000.0
31.0,89.25806451612904,170.0,66.0,27,7.04,3.0,0.23,0.0,1.62,0.13,0.1,0.94,0.88,0.3,0.36,269.4,0.56,2.0,40.0,0.59,34.0,2.0,1.0,U.S.A. (MLS),0.76,119,1.851851851851852,0.0973617636429345,1175000.0
34.0,86.47058823529412,185.0,81.0,28,7.05,1.0,0.13,0.0,2.25,0.09,0.03,0.18,0.91,0.0,0.06,230.8,0.84,3.0,10.0,1.59,226.0,0.0,1.0,U.S.A. (MLS),0.83,120,0.4444444444444444,0.0785034013605442,1045000.0
11.0,82.72727272727273,192.0,74.0,24,6.99,3.0,0.27,0.0,1.56,0.86,0.1,0.59,0.9,0.28,0.4,123.4,0.71,0.0,18.0,1.48,9.0,0.0,1.0,Italy (Serie B),0.82,120,1.923076923076923,0.1356043956043956,3075000.0
15.0,85.0,186.0,78.0,28,6.98,1.0,0.13,0.0,1.28,0.0,0.0,0.07,0.9,0.0,0.0,144.8,0.85,0.0,15.0,2.61,128.0,0.0,0.0,France (Ligue 2),0.86,115,0.78125,0.1135686274509804,770000.0
12.0,90.0,184.0,80.0,30,7.09,0.0,0.0,0.0,0.38,0.08,0.17,0.33,0.94,0.0,0.0,122.4,0.89,1.0,13.0,2.33,106.0,1.0,0.0,Holland (Eredivisie),0.87,120,0.0,0.1133333333333333,3975000.0
13.0,84.15384615384616,188.0,83.0,24,7.06,0.0,0.25,0.0,1.33,0.0,0.0,0.0,0.97,0.0,0.16,129.5,0.77,1.0,9.0,3.7,87.0,0.0,0.0,Austria (Admiral Bundesliga),0.93,146,0.0,0.1183729433272395,7200000.0
17.0,90.88235294117646,176.0,64.0,27,6.96,0.0,0.29,0.0,2.03,0.15,0.17,0.87,0.88,0.29,0.29,191.4,0.73,0.0,27.0,2.1,48.0,0.0,1.0,U.S.A. (MLS),0.81,115,0.0,0.123883495145631,825000.0
13.0,92.3076923076923,188.0,83.0,22,7.01,0.0,0.14,0.0,1.01,0.83,0.0,0.53,0.94,0.12,0.45,143.4,0.8,0.0,25.0,2.62,91.0,0.0,0.0,Holland (Eredivisie),0.89,135,0.0,0.1195,16000000.0
12.0,92.5,188.0,77.0,22,6.83,0.0,0.17,0.0,0.75,0.0,0.08,0.16,0.95,0.0,0.0,135.3,0.77,3.0,8.0,2.68,101.0,0.0,1.0,Austria (Admiral Bundesliga),1.0,124,0.0,0.1218918918918919,5250000.0
14.0,80.85714285714286,172.0,62.0,27,6.84,2.0,0.5,0.0,1.8,0.16,0.08,0.56,0.89,0.66,0.16,152.9,0.55,0.0,25.0,1.19,11.0,0.0,1.0,France (Ligue 1),0.67,114,1.1111111111111112,0.1350706713780918,3400000.0
27.0,89.74074074074075,171.0,78.0,27,7.23,3.0,0.43,0.0,0.95,0.07,0.19,0.93,0.89,0.27,0.74,260.9,0.52,0.0,50.0,0.89,35.0,0.0,5.0,U.S.A. (MLS),0.72,116,3.1578947368421053,0.1076764341725134,2850000.0
19.0,85.36842105263158,173.0,68.0,28,7.13,1.0,0.44,0.0,0.42,0.58,0.22,0.72,0.89,0.0,0.28,152.3,0.4,1.0,41.0,1.05,22.0,0.0,1.0,Poland (Ekstraklasa),0.86,117,2.380952380952381,0.0938964241676942,935000.0
12.0,91.08333333333331,176.0,73.0,30,7.11,3.0,0.5,0.0,1.39,0.97,0.0,0.49,0.92,0.25,0.08,136.4,0.75,0.0,25.0,1.65,19.0,1.0,0.0,Italy (Serie B),0.88,106,2.1582733812949644,0.1247941445562671,660000.0
11.0,89.18181818181819,184.0,81.0,22,6.88,1.0,0.44,0.0,1.38,0.0,0.09,0.28,0.94,0.0,0.0,118.8,0.73,1.0,11.0,2.57,96.0,0.0,0.0,France (Ligue 1),1.0,126,0.7246376811594204,0.1211009174311926,7800000.0
37.0,89.83783783783784,178.0,73.0,28,7.31,2.0,0.24,0.0,0.02,0.23,0.19,0.0,0.73,0.0,0.0,47.6,0.39,0.0,54.0,0.14,15.0,1.0,0.0,Paraguay (Primera División),0.9,122,100.0,0.0143200962695547,412500.0
12.0,84.66666666666667,180.0,72.0,28,6.91,0.0,0.0,0.0,0.48,0.18,0.18,0.44,0.93,0.6,0.09,118.4,0.67,0.0,8.0,2.66,106.0,0.0,1.0,France (Ligue 2),0.77,115,0.0,0.1165354330708661,2475000.0
11.0,90.0,185.0,83.0,25,6.84,1.0,0.25,0.0,0.54,0.0,0.0,1.09,0.91,0.25,0.36,126.1,0.81,4.0,12.0,3.0,69.0,1.0,2.0,Belgium (Pro League),0.72,123,1.851851851851852,0.1273737373737373,7900000.0
33.0,76.18181818181819,171.0,72.0,25,7.19,2.0,0.42,0.0,2.01,0.51,0.18,1.18,0.91,0.12,0.18,274.9,0.49,0.0,19.0,0.89,41.0,0.0,2.0,Brazil (Brasileiro Série A),0.85,129,0.9950248756218908,0.1093476531424025,7750000.0
13.0,88.07692307692308,177.0,73.0,31,6.89,2.0,0.33,0.0,1.04,0.08,0.08,1.1,0.92,0.23,0.31,155.6,0.61,0.0,30.0,1.1,19.0,1.0,3.0,France (Ligue 1),0.89,115,1.923076923076923,0.1358951965065502,880000.0
11.0,80.54545454545455,186.0,73.0,27,6.88,0.0,0.5,0.0,0.58,0.23,0.1,1.22,0.92,0.11,0.1,116.1,0.68,0.0,8.0,1.12,13.0,1.0,2.0,Portugal (Primeira Liga),1.0,116,0.0,0.1310383747178329,725000.0
12.0,76.41666666666667,175.0,69.0,29,7.02,0.0,0.5,0.0,1.53,1.08,0.1,1.08,0.91,0.25,0.1,126.2,0.52,0.0,19.0,1.37,13.0,0.0,0.0,Holland (Eredivisie),0.94,140,0.0,0.1376226826608506,2350002.0
12.0,85.66666666666667,178.0,77.0,24,7.0,1.0,0.5,0.0,0.73,0.26,0.09,1.23,0.91,0.16,0.44,144.5,0.7,0.0,21.0,1.58,12.0,0.0,0.0,Belgium (Pro League),0.82,127,1.36986301369863,0.1405642023346303,8100000.0
15.0,90.0,182.0,72.0,24,6.89,1.0,0.33,0.0,0.51,0.0,0.0,0.0,0.93,0.0,0.07,156.9,0.78,3.0,14.0,1.87,125.0,1.0,2.0,Italy (Serie A),0.81,128,1.96078431372549,0.1162222222222222,6900000.0
11.0,82.0909090909091,187.0,85.0,29,6.86,0.0,0.0,0.0,0.62,0.11,0.0,0.0,0.9,0.0,0.1,103.2,0.85,0.0,10.0,3.49,97.0,0.0,0.0,Italy (Serie B),0.78,111,0.0,0.1142857142857142,412500.0
30.0,86.16666666666667,186.0,78.0,29,7.11,2.0,0.24,0.0,1.31,0.17,0.0,0.14,0.89,0.0,0.07,190.2,0.79,2.0,17.0,1.78,169.0,0.0,0.0,U.S.A. (MLS),0.9,116,1.5267175572519085,0.0735783365570599,1537500.0
36.0,87.30555555555556,188.0,84.0,30,6.94,2.0,0.25,0.0,0.75,0.0,0.06,0.06,0.87,0.0,0.11,218.1,0.81,5.0,31.0,1.83,213.0,1.0,0.0,U.S.A. (MLS),0.87,123,2.6666666666666665,0.069392300349984,2312500.0
17.0,85.52941176470588,173.0,73.0,28,6.98,1.0,0.4,0.0,0.47,0.9,0.19,0.93,0.92,0.33,0.19,173.7,0.61,2.0,25.0,1.05,19.0,0.0,1.0,Brazil (Brasileiro Série A),0.83,129,2.127659574468085,0.1194635488308115,10700000.0
11.0,90.0,180.0,72.0,28,6.85,0.0,0.25,0.0,1.23,0.0,0.09,0.73,0.91,0.14,0.09,134.5,0.77,0.0,10.0,0.36,21.0,0.0,1.0,Italy (Serie B),0.91,122,0.0,0.1358585858585858,3200000.0
23.0,89.69565217391305,178.0,72.0,26,6.98,3.0,0.32,0.0,1.88,0.35,0.31,1.18,0.88,0.33,0.13,297.7,0.7,0.0,21.0,1.48,38.0,1.0,1.0,Switzerland (Super League),0.76,122,1.595744680851064,0.1443044110518662,1762500.0
13.0,83.23076923076923,184.0,79.0,25,7.24,1.0,0.25,0.0,0.37,0.2,0.0,0.25,0.95,0.0,0.0,127.4,0.76,2.0,8.0,2.66,94.0,1.0,2.0,Holland (Eredivisie),0.5,146,2.702702702702702,0.1177449168207024,61000000.0
16.0,68.75,182.0,77.0,34,6.98,2.0,0.3,0.0,2.16,0.16,0.08,0.9,0.89,0.38,0.25,154.6,0.67,1.0,18.0,1.55,14.0,0.0,0.0,France (Ligue 2),0.82,115,0.9259259259259258,0.1405454545454545,247500.0
41.0,88.41463414634147,187.0,74.0,27,6.92,1.0,0.17,0.0,1.23,0.0,0.07,0.17,0.91,0.2,0.1,296.7,0.78,5.0,59.0,1.66,219.0,1.0,2.0,Brazil (Brasileiro Série A),0.96,127,0.8130081300813008,0.0818482758620689,1437500.0
15.0,76.46666666666667,188.0,75.0,27,7.07,1.0,0.27,0.0,1.0,0.31,0.08,1.57,0.88,0.4,0.08,158.4,0.89,0.0,10.0,1.57,25.0,0.0,0.0,France (Ligue 2),0.65,122,1.0,0.1380993897122929,330000.0
14.0,83.85714285714286,183.0,71.0,25,6.81,0.0,0.25,0.0,0.92,0.15,0.15,1.3,0.89,0.4,0.54,172.6,0.75,0.0,16.0,1.0,18.0,0.0,1.0,France (Ligue 1),0.68,121,0.0,0.1470187393526405,3525000.0
12.0,88.08333333333333,183.0,78.0,31,6.91,0.0,0.25,0.0,0.48,0.26,0.0,1.02,0.94,0.23,0.51,150.2,0.9,2.0,21.0,2.64,60.0,0.0,3.0,France (Ligue 1),0.75,120,0.0,0.1421002838221381,5850000.0
27.0,91.1851851851852,175.0,63.0,22,6.84,2.0,0.25,0.0,3.33,0.15,0.07,1.02,0.88,0.47,0.07,325.1,0.71,2.0,26.0,1.06,48.0,0.0,3.0,U.S.A. (MLS),0.78,120,0.6006006006006006,0.1320471161657189,3625000.0
27.0,89.33333333333333,177.0,75.0,26,7.21,0.0,0.15,0.0,1.6,0.06,0.07,0.52,0.91,0.27,0.45,239.6,0.76,2.0,39.0,2.35,115.0,1.0,3.0,Argentina (Liga Profesional),0.85,131,0.0,0.0993366500829187,4850000.0
15.0,92.0,184.0,81.0,29,7.06,0.0,0.0,0.0,1.27,0.43,0.07,0.07,0.94,0.0,0.0,158.1,0.79,2.0,13.0,3.39,141.0,0.0,3.0,Switzerland (Super League),1.0,118,0.0,0.1145652173913043,1265000.0
11.0,90.0,184.0,73.0,23,7.11,1.0,0.3,0.0,0.9,0.1,0.0,0.82,0.96,0.26,0.36,136.7,0.82,2.0,15.0,2.09,69.0,1.0,6.0,Italy (Serie C/A),0.95,119,1.1111111111111112,0.138080808080808,1862500.0
17.0,89.58823529411765,186.0,76.0,22,6.82,0.0,0.0,0.0,0.88,0.15,0.06,0.12,0.95,0.0,0.12,179.5,0.81,2.0,17.0,2.72,128.0,0.0,0.0,Italy (Serie A),0.64,143,0.0,0.1178594878529218,33500000.0
11.0,79.0909090909091,184.0,85.0,28,6.82,0.0,0.0,0.0,0.09,0.11,0.0,0.83,0.94,0.0,0.1,118.3,0.66,0.0,11.0,1.24,33.0,0.0,0.0,Italy (Serie B),0.94,112,0.0,0.1359770114942528,1210000.0
12.0,85.83333333333333,184.0,83.0,30,6.9,0.0,0.33,0.0,0.2,0.09,0.0,0.09,0.96,0.5,0.09,118.4,0.72,2.0,14.0,2.18,97.0,0.0,0.0,Belgium (Pro League),0.83,126,0.0,0.1149514563106796,7100000.0
12.0,79.75,186.0,80.0,24,6.93,1.0,0.4,0.0,2.5,0.09,0.0,1.03,0.93,0.09,0.38,129.3,0.67,0.0,15.0,0.85,15.0,0.0,1.0,Belgium (Pro League),1.0,123,0.4,0.1351097178683385,2262500.0
